Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count,Outlier_IQR,Z_score,Outlier_Z,Count_capped
Ghaziabad,Road Features,Ongoing Road Works/Under Construction,Minor Injury,7.0,False,-0.35113149674973654,False,7.0
Ghaziabad,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,17.0,False,-0.31479287491753055,False,17.0
Ghaziabad,Road Features,Ongoing Road Works/Under Construction,Persons Killed,13.0,False,-0.329328323650413,False,13.0
Ghaziabad,Road Features,Ongoing Road Works/Under Construction,Total Injured,15.0,False,-0.32206059928397174,False,15.0
Ghaziabad,Road Features,Others,Greviously Injured,138.0,False,0.1249044492521618,False,138.0
Ghaziabad,Road Features,Others,Minor Injury,83.0,False,-0.07495797082497109,False,83.0
Ghaziabad,Road Features,Others,Total number of Accidents,309.0,True,0.7462948825828841,False,176.25
Ghaziabad,Road Features,Others,Persons Killed,147.0,False,0.15760920890114719,False,147.0
Ghaziabad,Road Features,Others,Total Injured,221.0,True,0.42651501045947143,False,176.25
Ghaziabad,Road Features,Pot Holes,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Road Features,Pot Holes,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Road Features,Pot Holes,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Road Features,Pot Holes,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Road Features,Pot Holes,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Road Features,Steep Grade,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Road Features,Steep Grade,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Road Features,Steep Grade,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Road Features,Steep Grade,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Road Features,Steep Grade,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Road Features,Straight Road,Greviously Injured,125.0,False,0.07766424087029403,False,125.0
Ghaziabad,Road Features,Straight Road,Minor Injury,57.0,False,-0.16943838758870663,False,57.0
Ghaziabad,Road Features,Straight Road,Total number of Accidents,312.0,True,0.7571964691325459,False,176.25
Ghaziabad,Road Features,Straight Road,Persons Killed,129.0,False,0.09219968960317643,False,129.0
Ghaziabad,Road Features,Straight Road,Total Injured,182.0,True,0.28479438531386814,False,176.25
Gwalior,Road Features,Bridge,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Gwalior,Road Features,Bridge,Minor Injury,9.0,False,-0.34386377238329535,False,9.0
Gwalior,Road Features,Bridge,Total number of Accidents,16.0,False,-0.31842673710075114,False,16.0
Gwalior,Road Features,Bridge,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Gwalior,Road Features,Bridge,Total Injured,9.0,False,-0.34386377238329535,False,9.0
Gwalior,Road Features,Culvert,Greviously Injured,3.0,False,-0.3656669454826189,False,3.0
Gwalior,Road Features,Culvert,Minor Injury,32.0,False,-0.2602849421692216,False,32.0
Gwalior,Road Features,Culvert,Total number of Accidents,57.0,False,-0.16943838758870663,False,57.0
Gwalior,Road Features,Culvert,Persons Killed,9.0,False,-0.34386377238329535,False,9.0
Gwalior,Road Features,Culvert,Total Injured,35.0,False,-0.2493833556195598,False,35.0
Gwalior,Road Features,Curved Road,Greviously Injured,13.0,False,-0.329328323650413,False,13.0
Gwalior,Road Features,Curved Road,Minor Injury,262.0,True,0.575503359971516,False,176.25
Gwalior,Road Features,Curved Road,Total number of Accidents,344.0,True,0.8734800589956051,False,176.25
Gwalior,Road Features,Curved Road,Persons Killed,43.0,False,-0.22031245815379502,False,43.0
Gwalior,Road Features,Curved Road,Total Injured,275.0,True,0.6227435683533838,False,176.25
Gwalior,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,5.0,False,-0.3583992211161777,False,5.0
Gwalior,Road Features,Ongoing Road Works/Under Construction,Minor Injury,82.0,False,-0.07859183300819168,False,82.0
Gwalior,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,117.0,False,0.04859334340452925,False,117.0
Gwalior,Road Features,Ongoing Road Works/Under Construction,Persons Killed,11.0,False,-0.33659604801685417,False,11.0
Gwalior,Road Features,Ongoing Road Works/Under Construction,Total Injured,87.0,False,-0.0604225220920887,False,87.0
Gwalior,Road Features,Others,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Gwalior,Road Features,Others,Minor Injury,106.0,False,0.008620859389102668,False,106.0
Gwalior,Road Features,Others,Total number of Accidents,150.0,False,0.168510795450809,False,150.0
Gwalior,Road Features,Others,Persons Killed,37.0,False,-0.2421156312531186,False,37.0
Gwalior,Road Features,Others,Total Injured,106.0,False,0.008620859389102668,False,106.0
Gwalior,Road Features,Pot Holes,Greviously Injured,2.0,False,-0.36930080766583956,False,2.0
Gwalior,Road Features,Pot Holes,Minor Injury,34.0,False,-0.2530172178027804,False,34.0
Gwalior,Road Features,Pot Holes,Total number of Accidents,50.0,False,-0.19487542287125081,False,50.0
Gwalior,Road Features,Pot Holes,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Gwalior,Road Features,Pot Holes,Total Injured,36.0,False,-0.2457494934363392,False,36.0
Gwalior,Road Features,Steep Grade,Greviously Injured,26.0,False,-0.28208811526854516,False,26.0
Gwalior,Road Features,Steep Grade,Minor Injury,31.0,False,-0.2639188043524422,False,31.0
Gwalior,Road Features,Steep Grade,Total number of Accidents,81.0,False,-0.08222569519141229,False,81.0
Gwalior,Road Features,Steep Grade,Persons Killed,13.0,False,-0.329328323650413,False,13.0
Gwalior,Road Features,Steep Grade,Total Injured,57.0,False,-0.16943838758870663,False,57.0
Gwalior,Road Features,Straight Road,Greviously Injured,46.0,False,-0.20941087160413321,False,46.0
Gwalior,Road Features,Straight Road,Minor Injury,678.0,True,2.087190028191285,False,176.25
Gwalior,Road Features,Straight Road,Total number of Accidents,984.0,True,3.1991518562567878,True,176.25
Gwalior,Road Features,Straight Road,Persons Killed,202.0,True,0.3574716289782801,False,176.25
Gwalior,Road Features,Straight Road,Total Injured,724.0,True,2.2543476886194322,False,176.25
Hyderabad,Road Features,Bridge,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Bridge,Minor Injury,9.0,False,-0.34386377238329535,False,9.0
Hyderabad,Road Features,Bridge,Total number of Accidents,9.0,False,-0.34386377238329535,False,9.0
Hyderabad,Road Features,Bridge,Persons Killed,2.0,False,-0.36930080766583956,False,2.0
Hyderabad,Road Features,Bridge,Total Injured,9.0,False,-0.34386377238329535,False,9.0
Hyderabad,Road Features,Culvert,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Culvert,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Culvert,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Culvert,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Culvert,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Curved Road,Greviously Injured,18.0,False,-0.31115901273430996,False,18.0
Hyderabad,Road Features,Curved Road,Minor Injury,126.0,False,0.08129810305351463,False,126.0
Hyderabad,Road Features,Curved Road,Total number of Accidents,149.0,False,0.16487693326758837,False,149.0
Hyderabad,Road Features,Curved Road,Persons Killed,3.0,False,-0.3656669454826189,False,3.0
Hyderabad,Road Features,Curved Road,Total Injured,144.0,False,0.1467076223514854,False,144.0
Hyderabad,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Ongoing Road Works/Under Construction,Minor Injury,42.0,False,-0.22394632033701561,False,42.0
Hyderabad,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,36.0,False,-0.2457494934363392,False,36.0
Hyderabad,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Ongoing Road Works/Under Construction,Total Injured,42.0,False,-0.22394632033701561,False,42.0
Hyderabad,Road Features,Others,Greviously Injured,13.0,False,-0.329328323650413,False,13.0
Hyderabad,Road Features,Others,Minor Injury,316.0,True,0.7717319178654283,False,176.25
Hyderabad,Road Features,Others,Total number of Accidents,400.0,True,1.0769763412559585,False,176.25
Hyderabad,Road Features,Others,Persons Killed,61.0,False,-0.15490293885582423,False,61.0
Hyderabad,Road Features,Others,Total Injured,329.0,True,0.8189721262472961,False,176.25
Hyderabad,Road Features,Pot Holes,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Pot Holes,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Pot Holes,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Pot Holes,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Pot Holes,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Steep Grade,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Steep Grade,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Steep Grade,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Steep Grade,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Steep Grade,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Hyderabad,Road Features,Straight Road,Greviously Injured,66.0,False,-0.13673362793972124,False,66.0
Hyderabad,Road Features,Straight Road,Minor Injury,1302.0,True,4.354720030520938,True,176.25
Hyderabad,Road Features,Straight Road,Total number of Accidents,1470.0,True,4.965208877301999,True,176.25
Hyderabad,Road Features,Straight Road,Persons Killed,188.0,True,0.3065975584131917,False,176.25
Hyderabad,Road Features,Straight Road,Total Injured,1368.0,True,4.594554934613497,True,176.25
Indore,Road Features,Bridge,Greviously Injured,8.0,False,-0.34749763456651594,False,8.0
Indore,Road Features,Bridge,Minor Injury,59.0,False,-0.16217066322226545,False,59.0
Indore,Road Features,Bridge,Total number of Accidents,91.0,False,-0.045887073359206304,False,91.0
Indore,Road Features,Bridge,Persons Killed,24.0,False,-0.2893558396349864,False,24.0
Indore,Road Features,Bridge,Total Injured,67.0,False,-0.13309976575650065,False,67.0
Indore,Road Features,Culvert,Greviously Injured,11.0,False,-0.33659604801685417,False,11.0
Indore,Road Features,Culvert,Minor Injury,119.0,False,0.05586106777097044,False,119.0
Indore,Road Features,Culvert,Total number of Accidents,133.0,False,0.10673513833605881,False,133.0
Indore,Road Features,Culvert,Persons Killed,26.0,False,-0.28208811526854516,False,26.0
Indore,Road Features,Culvert,Total Injured,130.0,False,0.09583355178639702,False,130.0
Indore,Road Features,Curved Road,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Curved Road,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Curved Road,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Curved Road,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Curved Road,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Ongoing Road Works/Under Construction,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Others,Greviously Injured,13.0,False,-0.329328323650413,False,13.0
Indore,Road Features,Others,Minor Injury,326.0,True,0.8080705396976343,False,176.25
Indore,Road Features,Others,Total number of Accidents,376.0,True,0.9897636488586642,False,176.25
Indore,Road Features,Others,Persons Killed,48.0,False,-0.20214314723769203,False,48.0
Indore,Road Features,Others,Total Injured,339.0,True,0.855310748079502,False,176.25
Indore,Road Features,Pot Holes,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Pot Holes,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Pot Holes,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Pot Holes,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Pot Holes,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Indore,Road Features,Steep Grade,Greviously Injured,18.0,False,-0.31115901273430996,False,18.0
Indore,Road Features,Steep Grade,Minor Injury,185.0,True,0.2956959718635299,False,176.25
Indore,Road Features,Steep Grade,Total number of Accidents,187.0,True,0.3029636962299711,False,176.25
Indore,Road Features,Steep Grade,Persons Killed,15.0,False,-0.32206059928397174,False,15.0
Indore,Road Features,Steep Grade,Total Injured,203.0,True,0.3611054911615007,False,176.25
Indore,Road Features,Straight Road,Greviously Injured,172.0,False,0.24845576348166215,False,172.0
Indore,Road Features,Straight Road,Minor Injury,1737.0,True,5.935450080221898,True,176.25
Indore,Road Features,Straight Road,Total number of Accidents,2249.0,True,7.795987518030843,True,176.25
Indore,Road Features,Straight Road,Persons Killed,346.0,True,0.8807477833620463,False,176.25
Indore,Road Features,Straight Road,Total Injured,1909.0,True,6.560474375735841,True,176.25
Jabalpur,Road Features,Bridge,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Bridge,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Bridge,Total number of Accidents,1.0,False,-0.37293466984906015,False,1.0
Jabalpur,Road Features,Bridge,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Bridge,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Culvert,Greviously Injured,7.0,False,-0.35113149674973654,False,7.0
Jabalpur,Road Features,Culvert,Minor Injury,14.0,False,-0.32569446146719233,False,14.0
Jabalpur,Road Features,Culvert,Total number of Accidents,18.0,False,-0.31115901273430996,False,18.0
Jabalpur,Road Features,Culvert,Persons Killed,2.0,False,-0.36930080766583956,False,2.0
Jabalpur,Road Features,Culvert,Total Injured,21.0,False,-0.3002574261846482,False,21.0
Jabalpur,Road Features,Curved Road,Greviously Injured,11.0,False,-0.33659604801685417,False,11.0
Jabalpur,Road Features,Curved Road,Minor Injury,72.0,False,-0.11493045484039767,False,72.0
Jabalpur,Road Features,Curved Road,Total number of Accidents,64.0,False,-0.14400135230616246,False,64.0
Jabalpur,Road Features,Curved Road,Persons Killed,9.0,False,-0.34386377238329535,False,9.0
Jabalpur,Road Features,Curved Road,Total Injured,83.0,False,-0.07495797082497109,False,83.0
Jabalpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,1.0,False,-0.37293466984906015,False,1.0
Jabalpur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Ongoing Road Works/Under Construction,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Others,Greviously Injured,472.0,True,1.3386144184478417,False,176.25
Jabalpur,Road Features,Others,Minor Injury,2676.0,True,9.34764667026604,True,176.25
Jabalpur,Road Features,Others,Total number of Accidents,3134.0,True,11.011955550181073,True,176.25
Jabalpur,Road Features,Others,Persons Killed,407.0,True,1.1024133765385027,False,176.25
Jabalpur,Road Features,Others,Total Injured,3148.0,True,11.062829620746161,True,176.25
Jabalpur,Road Features,Pot Holes,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Pot Holes,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Pot Holes,Total number of Accidents,2.0,False,-0.36930080766583956,False,2.0
Jabalpur,Road Features,Pot Holes,Persons Killed,2.0,False,-0.36930080766583956,False,2.0
Jabalpur,Road Features,Pot Holes,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Steep Grade,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Steep Grade,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Steep Grade,Total number of Accidents,1.0,False,-0.37293466984906015,False,1.0
Jabalpur,Road Features,Steep Grade,Persons Killed,2.0,False,-0.36930080766583956,False,2.0
Jabalpur,Road Features,Steep Grade,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Straight Road,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Straight Road,Minor Injury,5.0,False,-0.3583992211161777,False,5.0
Jabalpur,Road Features,Straight Road,Total number of Accidents,5.0,False,-0.3583992211161777,False,5.0
Jabalpur,Road Features,Straight Road,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Jabalpur,Road Features,Straight Road,Total Injured,5.0,False,-0.3583992211161777,False,5.0
Jaipur,Road Features,Bridge,Greviously Injured,27.0,False,-0.27845425308532457,False,27.0
Jaipur,Road Features,Bridge,Minor Injury,60.0,False,-0.15853680103904486,False,60.0
Jaipur,Road Features,Bridge,Total number of Accidents,114.0,False,0.037691756854867454,False,114.0
Jaipur,Road Features,Bridge,Persons Killed,49.0,False,-0.19850928505447143,False,49.0
Jaipur,Road Features,Bridge,Total Injured,87.0,False,-0.0604225220920887,False,87.0
Jaipur,Road Features,Culvert,Greviously Injured,3.0,False,-0.3656669454826189,False,3.0
Jaipur,Road Features,Culvert,Minor Injury,10.0,False,-0.34022991020007476,False,10.0
Jaipur,Road Features,Culvert,Total number of Accidents,21.0,False,-0.3002574261846482,False,21.0
Jaipur,Road Features,Culvert,Persons Killed,6.0,False,-0.35476535893295713,False,6.0
Jaipur,Road Features,Culvert,Total Injured,13.0,False,-0.329328323650413,False,13.0
Jaipur,Road Features,Curved Road,Greviously Injured,43.0,False,-0.22031245815379502,False,43.0
Jaipur,Road Features,Curved Road,Minor Injury,167.0,False,0.23028645256555916,False,167.0
Jaipur,Road Features,Curved Road,Total number of Accidents,260.0,True,0.5682356356050748,False,176.25
Jaipur,Road Features,Curved Road,Persons Killed,83.0,False,-0.07495797082497109,False,83.0
Jaipur,Road Features,Curved Road,Total Injured,210.0,True,0.38654252644404485,False,176.25
Jaipur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1.0,False,-0.37293466984906015,False,1.0
Jaipur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Jaipur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,11.0,False,-0.33659604801685417,False,11.0
Jaipur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,6.0,False,-0.35476535893295713,False,6.0
Jaipur,Road Features,Ongoing Road Works/Under Construction,Total Injured,4.0,False,-0.3620330832993983,False,4.0
Jaipur,Road Features,Others,Greviously Injured,22.0,False,-0.2966235640014276,False,22.0
Jaipur,Road Features,Others,Minor Injury,64.0,False,-0.14400135230616246,False,64.0
Jaipur,Road Features,Others,Total number of Accidents,100.0,False,-0.013182313710220921,False,100.0
Jaipur,Road Features,Others,Persons Killed,26.0,False,-0.28208811526854516,False,26.0
Jaipur,Road Features,Others,Total Injured,86.0,False,-0.0640563842753093,False,86.0
Jaipur,Road Features,Pot Holes,Greviously Injured,2.0,False,-0.36930080766583956,False,2.0
Jaipur,Road Features,Pot Holes,Minor Injury,5.0,False,-0.3583992211161777,False,5.0
Jaipur,Road Features,Pot Holes,Total number of Accidents,12.0,False,-0.3329621858336336,False,12.0
Jaipur,Road Features,Pot Holes,Persons Killed,4.0,False,-0.3620330832993983,False,4.0
Jaipur,Road Features,Pot Holes,Total Injured,7.0,False,-0.35113149674973654,False,7.0
Jaipur,Road Features,Steep Grade,Greviously Injured,1.0,False,-0.37293466984906015,False,1.0
Jaipur,Road Features,Steep Grade,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Jaipur,Road Features,Steep Grade,Total number of Accidents,5.0,False,-0.3583992211161777,False,5.0
Jaipur,Road Features,Steep Grade,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Jaipur,Road Features,Steep Grade,Total Injured,4.0,False,-0.3620330832993983,False,4.0
Jaipur,Road Features,Straight Road,Greviously Injured,345.0,True,0.8771139211788257,False,176.25
Jaipur,Road Features,Straight Road,Minor Injury,812.0,True,2.574127560742845,False,176.25
Jaipur,Road Features,Straight Road,Total number of Accidents,1417.0,True,4.772614181591306,True,176.25
Jaipur,Road Features,Straight Road,Persons Killed,431.0,True,1.1896260689357971,False,176.25
Jaipur,Road Features,Straight Road,Total Injured,1157.0,True,3.8278100139539513,True,176.25
Jamshedpur,Road Features,Bridge,Greviously Injured,5.0,False,-0.3583992211161777,False,5.0
Jamshedpur,Road Features,Bridge,Minor Injury,2.0,False,-0.36930080766583956,False,2.0
Jamshedpur,Road Features,Bridge,Total number of Accidents,7.0,False,-0.35113149674973654,False,7.0
Jamshedpur,Road Features,Bridge,Persons Killed,3.0,False,-0.3656669454826189,False,3.0
Jamshedpur,Road Features,Bridge,Total Injured,7.0,False,-0.35113149674973654,False,7.0
Jamshedpur,Road Features,Culvert,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Jamshedpur,Road Features,Culvert,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Jamshedpur,Road Features,Culvert,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Jamshedpur,Road Features,Culvert,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Jamshedpur,Road Features,Culvert,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Jamshedpur,Road Features,Curved Road,Greviously Injured,19.0,False,-0.30752515055108937,False,19.0
Jamshedpur,Road Features,Curved Road,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Jamshedpur,Road Features,Curved Road,Total number of Accidents,31.0,False,-0.2639188043524422,False,31.0
Jamshedpur,Road Features,Curved Road,Persons Killed,11.0,False,-0.33659604801685417,False,11.0
Jamshedpur,Road Features,Curved Road,Total Injured,22.0,False,-0.2966235640014276,False,22.0
Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,9.0,False,-0.34386377238329535,False,9.0
Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,13.0,False,-0.329328323650413,False,13.0
Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,4.0,False,-0.3620330832993983,False,4.0
Jamshedpur,Road Features,Ongoing Road Works/Under Construction,Total Injured,12.0,False,-0.3329621858336336,False,12.0
Jamshedpur,Road Features,Others,Greviously Injured,10.0,False,-0.34022991020007476,False,10.0
Jamshedpur,Road Features,Others,Minor Injury,1.0,False,-0.37293466984906015,False,1.0
Jamshedpur,Road Features,Others,Total number of Accidents,13.0,False,-0.329328323650413,False,13.0
Jamshedpur,Road Features,Others,Persons Killed,6.0,False,-0.35476535893295713,False,6.0
Jamshedpur,Road Features,Others,Total Injured,11.0,False,-0.33659604801685417,False,11.0
Jamshedpur,Road Features,Pot Holes,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Jamshedpur,Road Features,Pot Holes,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Jamshedpur,Road Features,Pot Holes,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Jamshedpur,Road Features,Pot Holes,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Jamshedpur,Road Features,Pot Holes,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Jamshedpur,Road Features,Steep Grade,Greviously Injured,6.0,False,-0.35476535893295713,False,6.0
Jamshedpur,Road Features,Steep Grade,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Jamshedpur,Road Features,Steep Grade,Total number of Accidents,7.0,False,-0.35113149674973654,False,7.0
Jamshedpur,Road Features,Steep Grade,Persons Killed,2.0,False,-0.36930080766583956,False,2.0
Jamshedpur,Road Features,Steep Grade,Total Injured,9.0,False,-0.34386377238329535,False,9.0
Jamshedpur,Road Features,Straight Road,Greviously Injured,27.0,False,-0.27845425308532457,False,27.0
Jamshedpur,Road Features,Straight Road,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Jamshedpur,Road Features,Straight Road,Total number of Accidents,48.0,False,-0.20214314723769203,False,48.0
Jamshedpur,Road Features,Straight Road,Persons Killed,21.0,False,-0.3002574261846482,False,21.0
Jamshedpur,Road Features,Straight Road,Total Injured,30.0,False,-0.2675526665356628,False,30.0
Jodhpur,Road Features,Bridge,Greviously Injured,2.0,False,-0.36930080766583956,False,2.0
Jodhpur,Road Features,Bridge,Minor Injury,2.0,False,-0.36930080766583956,False,2.0
Jodhpur,Road Features,Bridge,Total number of Accidents,4.0,False,-0.3620330832993983,False,4.0
Jodhpur,Road Features,Bridge,Persons Killed,3.0,False,-0.3656669454826189,False,3.0
Jodhpur,Road Features,Bridge,Total Injured,4.0,False,-0.3620330832993983,False,4.0
Jodhpur,Road Features,Culvert,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Jodhpur,Road Features,Culvert,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Jodhpur,Road Features,Culvert,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Jodhpur,Road Features,Culvert,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Jodhpur,Road Features,Culvert,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Jodhpur,Road Features,Curved Road,Greviously Injured,3.0,False,-0.3656669454826189,False,3.0
Jodhpur,Road Features,Curved Road,Minor Injury,9.0,False,-0.34386377238329535,False,9.0
Jodhpur,Road Features,Curved Road,Total number of Accidents,17.0,False,-0.31479287491753055,False,17.0
Jodhpur,Road Features,Curved Road,Persons Killed,19.0,False,-0.30752515055108937,False,19.0
Jodhpur,Road Features,Curved Road,Total Injured,12.0,False,-0.3329621858336336,False,12.0
Jodhpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1.0,False,-0.37293466984906015,False,1.0
Jodhpur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,4.0,False,-0.3620330832993983,False,4.0
Jodhpur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,8.0,False,-0.34749763456651594,False,8.0
Jodhpur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Jodhpur,Road Features,Ongoing Road Works/Under Construction,Total Injured,5.0,False,-0.3583992211161777,False,5.0
Jodhpur,Road Features,Others,Greviously Injured,7.0,False,-0.35113149674973654,False,7.0
Jodhpur,Road Features,Others,Minor Injury,25.0,False,-0.28572197745176575,False,25.0
Jodhpur,Road Features,Others,Total number of Accidents,33.0,False,-0.256651079986001,False,33.0
Jodhpur,Road Features,Others,Persons Killed,6.0,False,-0.35476535893295713,False,6.0
Jodhpur,Road Features,Others,Total Injured,32.0,False,-0.2602849421692216,False,32.0
Jodhpur,Road Features,Pot Holes,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Jodhpur,Road Features,Pot Holes,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Jodhpur,Road Features,Pot Holes,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
